meal_description,carb,protein,fat,energy
Indulging in 30g of KOPPERS Pastel Bing Cherries with 20g dried salted jellyfish added to my salads.,18.75,2.6,7.78,157.2
Sipping on 55g of delicious STRAWBERRY LEMONADE with 55g of original Mozzamini pearls.,3.1075,13.750000000000002,9.823,157.3
"Indulging in 15.0g ULTRA TRIAL MIX for a satisfying afternoon snack with 105g of white corn, red peppers & edamame in a coconut miso sauce as my go-to meal.",27.15,4.7175,4.3965,157.35000000000002
I like to pair my wine with 50g Santa Marta Meseta cheese snacking on a 25g cinnamon gluten-free roll mix.,20.8325,14.285,19.645,315.25
Treating myself to 120g of Royal Mini Burma Pistachio pistachio rolls and mini baklava pistachio with indulging in a 65g tart for a treat.,104.562,5.694,44.209,722.5999999999999
Savoring 80g PINT SLICES ICE CREAM BARS for a delightful dessert with a 10g Everything Bagel for brunch.,32.754999999999995,5.163,16.937,286.2
I am enjoying a 60g serving of steak tartare with 60g of DE LA CASA SOPES.,25.47,12.575999999999999,10.41,245.39999999999998
"When I need a little energy boost, I reach for 115g of HARMONS NEIGHBORHOOD GROCER RASCALS with a refreshing 105.0g of KROGER cherry vitamin enhanced water beverage.",110.3955,0.0,0.0,382.95
Delighting in a 30g vanilla colliders dessert with delicious Kit Kat crumbles with 55g of DA COACH'S PORK CHOP SAUCE.,17.8885,0.606,3.3329999999999997,115.0
75g AJWEH is my snack for the day with a warm bowl of 120g CAMPBELL'S New England clam chowder on a chilly day.,45.109500000000004,6.1785,21.4335,383.55
Having 85.0g Spanish steak skewers with saffron rice & yogurt sauce and my salad is not complete without a sprinkle of 45.0g of TRECHAS spicy powder with real lime for an extra burst of flavor.,54.0905,12.0445,2.499,136.0
"110g of corn, peanut, and olive oil for my meal with 10.0g Lucky Charms Complete Marshmallow Pancake Mix for a treat.",7.373000000000001,0.8550000000000001,110.51400000000001,1009.9000000000001
"Starting my day with a 60g strawberry banana smoothie, packed with the goodness of fresh fruits and yogurt with a 55g Lean Cuisine Roasted Turkey Breast with Cinnamon Apple.",14.557000000000002,4.1145,0.8245000000000001,82.3
Savoring the citrusy flavor of a 40g TANGERINE FRUIT ICE BAR with a 90g BETTER VALU individual hamburger pizza.,33.345,6.732,8.568,237.7
Enjoying a small portion of 45.0g Kerala mixture for a quick bite with 80g of gourmet salted peanuts from GEORGIA TECH.,31.5205,26.701,59.287,763.35
Enjoying 110g of OLD EL PASO STAND N STUFF BOLD TACO DNR KT NACHO CHS for dinner with a small portion of 10g licorice gummy candy shaped like skulls.,52.446000000000005,6.379,16.817,383.3
"For dinner, I am having 50g Chicken or turkey divan with a tropical twist, I indulge in 110g frozen mango chunks from DOLE.",18.505,8.536,4.026,140.4
"I am snacking on 40g YOGURT MINI PRETZELS with a 60g strawberry banana smoothie, packed with the goodness of fresh fruits and yogurt.",34.556,2.904,8.402000000000001,223.8
"Navratan Korma is my go-to dish, 40g portion with my afternoon snack includes 65g of LEMON LIME SPARKLING SELTZER WATER.",8.0,3.2,4.800000000000001,96.0
"For dinner, I am having 90g MANDARIN GYOZA WRAPS with 30g Country Style Mustard.",53.442,5.625,0.0,282.9
"For breakfast, I am having 90g DECADENT CHOCOLATE superfoods plant-based protein shake drink with ALL NATURAL POTATO CHIPS in 70.0g serving size.",39.712999999999994,9.155999999999999,26.383,411.2
Enjoying 110g of prepared corn dogs for a meal with 75.0g DARK CHOCOLATE CACAO BARS made with dark chocolate cacao.,56.32600000000001,26.092,36.554500000000004,641.75
I like to pair my wine with 50g Santa Marta Meseta cheese with my favorite recipe calls for 115g of bay leaf as a key ingredient.,86.21549999999999,23.0365,29.259,591.95
I am enjoying a serving of 45.0g Hello Local Garden Curry Rice for my meal with 55g of delicious cut yams sweet potatoes in light sugar syrup.,25.5025,1.575,2.79,133.65
Indulging in 75.0g sweet potato casserole with praline topping as a satisfying meal option with a serving of 110g HONEY MUSTARD & ONION SKINLESS POPCORN.,93.031,5.532,36.072500000000005,737.5
"For snack, I am having 55g of original Mozzamini pearls with 20g SUPER FRITA CUBANA with Caribbean brand sauce.",5.1495,16.582,14.247,217.10000000000002
"In my salad, I always add 70g of Okara for some extra protein with tasting the savory 35.0g PELLA CANNED BEEF WITH BROTH.",8.561,9.338,3.3985,103.25
Adding 35.0g of INDIAN SPICES GARAM MASALA to enhance the taste of my dish with savoring 90.0g of CASEY'S GENERAL STORE gummi candy as a sweet treat.,74.578,7.555000000000001,1.0499999999999998,326.75
"Snacking on PESCATO, 15.0g in size with a warm bowl of 120g CAMPBELL'S New England clam chowder on a chilly day.",5.111999999999999,1.176,3.9359999999999995,58.8
"For dinner, I am having 120g of HOUSE TARTAR SAUCE with 115g of bay leaf as a key ingredient.",102.21149999999999,12.7475,61.60999999999999,920.3499999999999
Savoring the flavor of 35g of Caramelised Almonds with Gingerbread from The Nut Baron Confectionery with 20g OTHENTIC pea soup is perfect for a quick and easy meal on busy days.,20.142,5.138,11.808,208.4
40g of delicious KAGOME soft drink jelly with my afternoon pick-me-up includes 85g of freeze-dried organic apples.,84.75,0.0,0.0,315.1
"A quick and easy dinner of 95.0g reheated breaded chicken thighs with a 65.0g NUTT 'N BETTER peanut butter chocolate flavored ice cream bar with caramel, peanuts, and chocolate coating.",34.8775,21.4385,38.9685,568.2
I like to unwind with a 75g SILLARIAN plum extract tea in the evening indulging in 20g of ROBERTS FERRY NUT CO Angelic Blend Almonds & Pecans for a quick energy boost.,56.25,0.714,8.089,261.55
"For a snack, I am enjoying 85g of mild cheddar extra-thin sliced cheese with 20g of COAT & BAKE CHICKEN SEASONING AND COATING MIX.",15.9,22.9,28.45,415.0
My dessert includes 25.0g of ALL NATURAL DATE SUGAR POWDER for a hint of sweetness with a fun snack of 80g SPRINKLE TEST TUBE SET.,96.875,1.25,3.125,391.25
I can't resist 105g of SPOOKY SPIDER COLLECTION as a midnight snack with savoring 90.0g of CASEY'S GENERAL STORE gummi candy as a sweet treat.,117.096,9.1965,37.254,866.0999999999999
"For a snack, I am enjoying 120g of READY PAC FOODS, READY SNAX, BROWNIE BITE DELIGHT with Grove Style 100% Orange Juice with pulp for a 60g serving.",63.647999999999996,3.3539999999999996,11.735999999999999,379.2
I am treating myself to 40g of cake with icing with 45.0g VIRGIN DISTILLED BOTANICALS for a boost of energy.,16.82,1.9100000000000001,10.0,154.85
I like to sprinkle 40g of flower cheese on top of my salad for lunch with 45.0g VIRGIN DISTILLED BOTANICALS for a boost of energy.,1.332,4.09,6.668000000000001,80.45
Trying out a new recipe with 20g of COAT & BAKE CHICKEN SEASONING AND COATING MIX and savoring a slice of 120g PRALINE CREAM CHEESE KING CAKE with praline cream cheese.,84.08,6.712,18.098,516.5999999999999
"Grove Style 100% Orange Juice with pulp is a delicious choice for a 60g serving with 80g of SHARP CHEDDAR PREMIUM SHREDDED CHEESE, SHARP CHEDDAR.",9.108,20.75,25.712000000000003,342.00000000000006
Enjoying a handful of 15.0g California sun-dried raisins as a convenient on-the-go snack with a 55g portion of CLASSIC BUBBLE.,31.997,0.375,0.0,146.75
Indulging in 30g of KOPPERS Pastel Bing Cherries with 25.0g of TORRIDO SANTA FE GRANDE PEPPERS for a light meal.,18.75,1.5,7.5,154.5
"Snacking on 15.0g PESCATO and 10g of wild caught salmon sausage, Italian style for tonight's meal.",0.5710000000000001,1.429,0.071,8.6
Indulging in a 65g tart for a treat with a quick and easy dinner of 95.0g reheated breaded chicken thighs.,41.2085,19.677,31.792499999999997,522.7
40g of delicious KAGOME soft drink jelly with 120g blended honey almond light nonfat yogurt.,13.888,4.236,0.0,74.0
Enjoying a 50g CLASSIC HAM for a simple lunch with 25g of crunchy caramel popped corn from AMERICAN FARMER.,20.7225,7.1125,15.1475,255.25
Adding flavor to my salad with 50g LIGHT RANCH DRESSING & DIP with indulging in 105.0g premium chocolate.,54.775,9.01,63.239999999999995,789.75
Indulging in 30g of KOPPERS Pastel Bing Cherries with 35.0g of fruit medley fruit snacks.,44.6185,3.0225,7.5,256.4
"For breakfast, I am having 20g QUARK PINEAPPLE with a side dish of 75.0g of white basmati Indian rice.",59.45649999999999,7.768000000000001,0.0,269.65
A quick and easy meal option is 45.0g of Superfresh Tuna Poke with a touch of flavor with 55g of DA COACH'S PORK CHOP SAUCE.,9.721,11.479500000000002,0.036000000000000004,94.30000000000001
"Adding flavor to my salad with 50g LIGHT RANCH DRESSING & DIP for a snack, I enjoyed 70.0g of .38 SPECIAL GOOD ON EVERYTHING SEASONING on crackers.",2.275,1.135,23.865,238.5
"For dessert, I am enjoying 75.0g raspberry gelatin dessert with 90g of smooth & creamy whole milk.",73.017,7.134,3.564,353.25
Savoring the unique flavor of 30g RHODIOLA & HAWAIIAN RED SALT with 90g DECADENT CHOCOLATE superfoods plant-based protein shake drink.,18.764999999999997,7.26,11.73,160.2
My afternoon snack includes 65g of LEMON LIME SPARKLING SELTZER WATER with 40g of flower cheese on top of my salad for lunch.,1.332,4.0,6.668000000000001,80.0
Enjoying a handful of 15.0g California sun-dried raisins as a convenient on-the-go snack with 25g of crunchy caramel popped corn from AMERICAN FARMER.,31.4525,1.2375,0.8625,139.75
Indulging in a 20g LOL SURPRISE! CANDY DISPENSER! for a little pick-me-up with 40g of reishi mushroom and cacao bubbly probiotic super-tea.,21.52,0.0,0.0,84.60000000000001
"For a snack, I am enjoying a 70g chocolate chip plant-based protein bar with 20g of almond coconut grain-free clusters.",41.0,16.127000000000002,20.1,396.19999999999993
"Indulging in a hot chipotle bowl with black beans, 80.0g for my meal with 85.0g Biryani with vegetables.",27.83,6.6965,3.2800000000000002,165.45
Satisfying my sweet tooth with 50g of hazelnut cream bite size wafer cubes with my omelette recipe calls for 25.0g of 100% EGG WHITES.,32.207499999999996,6.0525,13.335,280.0
"For dinner, I am having 90g MANDARIN GYOZA WRAPS with 55g of delicious STRAWBERRY LEMONADE.",54.586,5.625,0.0,255.1
"For a snack, I am enjoying 120g of READY PAC FOODS, READY SNAX, BROWNIE BITE DELIGHT with a 75g serving of JUVO organic raw meal with green apple.",113.64599999999999,15.729,13.610999999999999,645.5999999999999
Snacking on a small bowl of 65.0g traditional vegetable soup with 40g of PEDAL PEDAL PEACH FRUIT & VEGGIES ON THE GO.,11.401,1.237,0.0,52.650000000000006
"For a quick snack, I like to have 30g of VANILLA ALMOND BUTTER CREAMY with apple slices with Starting my day with a glass of 110g AGUA FRESCA PINA COLADA FRUIT JUICE DRINK.",14.629000000000001,5.625,14.218,203.5
"Adding a touch of hazelnut non-dairy creamer, 25g with satisfying my sweet tooth with 15.0g of SPRINGTIME CHOCOLATES COLLECTION.",17.976,0.5355,3.2144999999999997,111.35
"For a snack, I enjoyed 70.0g of .38 SPECIAL GOOD ON EVERYTHING SEASONING on crackers with a 105g serving of AHOLD flavored seltzer water, the perfect way to quench my thirst with a hint of strawberry & blueberry.",0.0,0.0,0.0,0.0
"For dinner, I am enjoying 95g of WILD RICE LUMBERJACK soup with 50g Santa Marta Meseta cheese.",64.2295,23.652,20.9845,539.8
My afternoon snack includes 65g of LEMON LIME SPARKLING SELTZER WATER with a 60g WHITE SUB ROLLS for a light meal.,30.0,6.0,1.332,160.2
Indulging in 40g BLACK CHERRY FIRE-BREWED CRAFT SODA with 55g of mixed fruit in light syrup.,10.0795,0.0,0.0,45.150000000000006
"Indulging in 10.0g Lucky Charms Complete Marshmallow Pancake Mix for a treat with Treating myself to a delightful 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, Seville orange goodness.",10.037,1.1070000000000002,0.64,48.75
Indulging in 105.0g premium chocolate with 115g of OMG...IT'S GLUTEN FREE FUDGE BROWNIE.,117.06099999999999,15.947999999999999,63.582499999999996,1006.65
Enjoy a burst of flavor with 45g of PARROT PUNCH WILD SPLASH SIP CARTRIDGE with a 10g Gold-N-Raise Raised Donut Base.,5.424,0.9220000000000002,2.1149999999999998,44.400000000000006
I like to have 115g of WHOLE FOOD FARMACY FRUIT DELICIOUS as a refreshing treat with 15g premium wild-caught pink salmon with barbecue seasoning.,87.75,6.890999999999999,0.5355,390.59999999999997
My favorite snack is 10.0g of CHICKEN CAESAR WITH PROVOLONE & PARMESAN CHEESE IN A GARDEN VEGETABLE TORTILLA WRAP with 115g of HARMONS NEIGHBORHOOD GROCER RASCALS.,109.7475,1.475,1.189,410.45
"Snacking on SUPER CHIPS with a serving size of 65.0g and for my afternoon pick-me-up, I grabbed 20g of almond coconut grain-free clusters.",48.490500000000004,9.556000000000001,18.518500000000003,389.0
Snacking on 50g SPORT BALL FLAVORED EGGS with a 15g serving of almond jelly from RICHIN.,47.07,0.0,0.0,177.0
"Navratan Korma is my go-to dish, 40g portion with savoring 90.0g of CASEY'S GENERAL STORE gummi candy as a sweet treat.",77.678,9.005,4.800000000000001,386.7
Enjoying a small serving of 25.0g HAPPY PASTA GOUDOLE from DALLA COST ALIMENTARE with delighting in a sweet treat with 85.0g of Senor Rico Gelatin 12pk3.5oz.,23.021250000000002,3.975,0.4475,115.0
Today's treat is 110g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS with a dish that includes 85.0g of goose fat.,84.997,5.005,99.834,1265.5
"A small portion of 30g Mexican style blend colby jack, cheddar, and monterey jack finely shredded cheeses for a light meal with 10g of J-Crumb PA Tender.",2.371,9.0,10.642,138.89999999999998
Enjoying a quick and easy 120g WESTPAC asparagus stir fry for lunch with 30g of RED ROCK PISTACHIO ORCHARDS.,15.777000000000001,7.596,13.758,217.2
105g of FRUIT PUNCH 100% JUICE is my go-to drink during snack time with 60g of peanut butter candy in a crunchy shell snack size pieces.,48.679500000000004,6.426,12.857999999999999,348.3
Grove Style 100% Orange Juice with pulp is a delicious choice for a 60g serving with 25.0g seasonal item.,9.501999999999999,4.5,3.25,85.1
"Navratan Korma is my go-to dish, 40g portion with a quick snack of 15.0g assorted flavored rope bites.",21.064999999999998,3.2,5.2845,154.05
"I like to add 20g dried salted jellyfish to my salads with indulging in a delicious 90.0g lasagna style pasta bake with beef meat sauce, mafalda noodles, and mozzarella cheese.",13.932,9.389000000000001,8.190999999999999,169.2
105.0g shredded dough kataifi is my go-to sweet treat with 35.0g PELLA CANNED BEEF WITH BROTH.,54.7785,11.4415,2.1875,324.1
Treating myself to 105g of pumpkin pie almonds for a tasty pick-me-up with a 110g MILK BAR HOLIDAY COOKIE TIN.,126.629,15.285,55.24550000000001,1062.35
"Craving a hearty bowl of 120.0g double noodle chicken broth for dinner with a 15.0g STRAWBERRY, BROWN SUGAR ICE CREAM COOKIES SHORTCAKE SANDWICH with strawberry and brown sugar.",23.734499999999997,3.384,3.927,145.79999999999998
My favorite recipe calls for 115g of bay leaf as a key ingredient savoring the flavor of 20g LITTLE CHARMERS shortbread cookies.,101.21549999999999,10.1795,13.186,452.75
"A small portion of 30g Mexican style blend colby jack, cheddar, and monterey jack finely shredded cheeses for a light meal with 55g MIESZANKA KRAKOWSKA.",34.071,8.875,13.767,310.40000000000003
"For dessert, I am enjoying a 110g MILK BAR HOLIDAY COOKIE TIN with a 20g SALTED CARAMEL SWIRL non-dairy frozen dessert bar.",79.613,5.107,20.936,560.7
Indulging in 75.0g sweet potato casserole with praline topping as a satisfying meal option with 110g of BARCEL TAKIS Very Hot Tortilla Chips with Habanero & Lime.,88.58700000000002,8.942,41.5725,773.8000000000001
Indulging in 10.0g Lucky Charms Complete Marshmallow Pancake Mix for a treat with savoring 80g PINT SLICES ICE CREAM BARS for a delightful dessert.,35.069,4.9590000000000005,16.922,294.3
"For a quick meal, I opted for a 55g Lean Cuisine Roasted Turkey Breast with Cinnamon Apple with 15.0g of SPRINGTIME CHOCOLATES COLLECTION.",18.608500000000003,3.126,3.913,121.3
"For dinner, I am enjoying 20g of MAMA SCOTT'S GOURMET HOT SAUCE with 20g OTHENTIC pea soup.",5.448,1.218,0.6080000000000001,32.800000000000004
Today's treat is 110g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS with 15g of marinated premium select sliced mushrooms.,90.4975,5.005,15.004000000000001,530.5
Lunch today consists of 50g Surasang Seafood Pancake with Vegetable with 105.0g Simply Org w Mang Jc 1 52OZA PL BT.,6.665,6.665,4.165,91.0
Delighting in a 30g vanilla colliders dessert with delicious Kit Kat crumbles with 75.0g raspberry gelatin dessert.,76.041,4.176,3.3329999999999997,352.35
Indulging in 115g of organic dark chocolate for a sweet treat with 60g of SWEET'N PURE eucalyptus candy.,112.16799999999998,5.3475,45.4595,801.3499999999999
25.0g of uncooked fresh caught is my go-to snack with 95.0g of LITE50 SHARP CHEDDAR CHEESE.,3.3914999999999997,31.344,13.907999999999998,257.5
My lunch includes 90g GRANDMA KNOWS BEST PEPPERS with 95g of WILD RICE LUMBERJACK soup.,68.9905,9.366999999999999,1.3395,324.0
Snacking on 65.0g SUPER CHIPS with 15.0g ULTRA TRAIL MIX for a satisfying afternoon snack.,51.99,7.890499999999999,12.184500000000002,340.55
My favorite snack is 10.0g of CHICKEN CAESAR WITH PROVOLONE & PARMESAN CHEESE IN A GARDEN VEGETABLE TORTILLA WRAP with a small treat of 10g Belgian dark chocolate with caramel & sea salt.,7.33,2.0010000000000003,4.3469999999999995,78.4
Satisfying my sweet tooth with 85.0g SNACK PACK Brownie Caramel Swirl Pudding with 15.0g MUFFULETTA WRAP from GRETCHEN'S SHOEBOX EXPRESS for a flavorful meal option.,19.399,2.5735,3.7235000000000005,123.24999999999999
Indulging in 55g of delicious mild Singapore inspired savory rice with 95g OPP CHILKAB NOODLE.,112.53150000000001,12.741,4.1855,536.55
I like to have a small treat of 120g SUGAR FREE OPERA with 105g of FRUIT PUNCH 100% JUICE during snack time.,46.5375,4.284,17.148,605.0999999999999
"Starting my day with a sprinkle of 105g of organic alfalfa seeds on my breakfast bowl with a delightful 45g of SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, Seville orange goodness.",12.2085,19.341,2.5095,130.95
"For dinner, I am having 60g cooked daikon radish with 10g of J-Crumb PA Tender.",3.28,1.9020000000000001,2.584,43.8
Enjoying a serving of 110g HONEY MUSTARD & ONION SKINLESS POPCORN with a handful of 15.0g California sun-dried raisins as a convenient on-the-go snack.,78.406,4.302,27.500000000000004,595.0
"For a sweet treat, I am enjoying 95.0g of SOUR APPLE, WILD WATERMELON, TANGERINE FLAVORED FUNKY FRUIT CANDY CANES with 55g of mixed fruit in light syrup.",99.9115,0.0,0.0,404.75
"For a quick bite, I have 10g of J-Crumb PA Tender with 75.0g DIVINE BAR as a delicious treat.",38.8,12.2175,18.857499999999998,324.75
Treating myself to 70g of roast beef spread as a tasty treat with a 75g serving of JUVO organic raw meal with green apple.,58.861,23.814,13.271,450.1
Indulging in a 40g Gelato Pop Tahitian Vanilla Bean coated in rich chocolate and vanilla with 10g of zesty peppers on top of my salad.,11.914000000000001,1.6,8.0,124.60000000000001
Having a sweet treat with 105.0g CANDY BEAKER with a quick and easy 120g WESTPAC asparagus stir fry for lunch.,106.59,1.248,0.0,434.1
Snacking on a small bowl of 65.0g traditional vegetable soup with a 30g ORANGE FRUIT CUP.,9.29,0.793,0.0,42.75
50g of delicious baked thin crust Afghani style flat bread with traditional vegetarian butternut squash mix with 115g cocktail shrimp.,31.019000000000002,16.843,6.9155,257.75
"For breakfast, I am enjoying 115g of cinnamon granola from Wholesome Choice with a 40g Gelato Pop Tahitian Vanilla Bean coated in rich chocolate and vanilla.",72.8055,9.810999999999998,24.4335,574.75
"Satisfying my sweet tooth with 120g of JUST JIMMIES VANILLA ice cream filled with chocolate jimmies and sugar cones in the evening, I prefer 90g of smooth & creamy whole milk.",36.513,7.884,23.028,380.7
Having a small portion of 10g licorice gummy candy shaped like skulls with 105.0g shredded dough kataifi as my go-to sweet treat.,62.4105,4.8305,0.526,310.85
Sipping on 20g ORGANIC ORIGINAL APPLE CIDER VINEGAR & HONEY DRINK throughout the day with 105.0g shredded dough kataifi as my go-to sweet treat.,55.9445,4.5675,0.0,279.05
Indulging in 15.0g ULTRA TRIAL MIX for a satisfying afternoon snack with 50g LIGHT RANCH DRESSING & DIP.,11.7745,2.1355,26.865,303.45
Indulging in 115g of organic dark chocolate for a sweet treat with a 55g portion of CLASSIC BUBBLE.,79.20599999999999,5.3475,45.4595,769.9
Indulging in a 40g Gelato Pop Tahitian Vanilla Bean coated in rich chocolate and vanilla with 95g of CHIPOTLE COCKTAIL SAUCE.,31.558500000000002,4.9915,8.0,207.35000000000002
"Adding a touch of hazelnut non-dairy creamer, 25g with 60g of ostrich for a quick snack.",8.3325,15.558,4.2059999999999995,146.14999999999998
120g of NITRO COCONUT WATER COLD-BREW COFFEE is my go-to morning drink with 90g MANDARIN GYOZA WRAPS.,59.982,5.805,0.0,278.1
"I love starting my day with 35.0g of SFS TONY'S 4X6 SMART WG CHEESE NET WT 27.00LBS 12-8PK CN and snacking on CHILOSITOS, 30g.",20.288,7.452999999999999,5.317,161.25
120g of gourmet dip is perfect for a quick appetizer with 95.0g of THE ORIGINAL WORCESTERSHIRE SAUCE in my recipe enhances the taste.,23.284,10.716,17.148,309.79999999999995
"Snacking on CHILOSITOS, 30g with 95.0g of GUNPOWDER HOUSE RUB.",11.538,3.078,2.307,84.6
"For a snack, I am having 115g of LEMON GARLIC GREEK YOGURT DRESSING with a light snack of 95.0g MILD ARABIAN SALAD in the afternoon.",25.503999999999998,3.8295,24.2625,314.54999999999995
Indulging in a 65.0g MILK AND DARK CHOCOLATES TRUFFLES COLLECTION with a 120g serving of ground pork.,38.051,26.189999999999998,44.179500000000004,643.6
Craving a hearty bowl of 120.0g double noodle chicken broth with 25.0g of TORRIDO SANTA FE GRANDE PEPPERS for dinner.,17.003999999999998,3.0,2.004,104.1
Snacking on a small bowl of 65.0g traditional vegetable soup with 85.0g Biryani with vegetables.,19.709,2.4335,2.72,114.1
"For breakfast, I am having 90g sausage & egg scramble with cauliflower grits with 50g of delicious medium restaurant salsa for a snack.",8.625,7.182,5.13,104.4
"For dinner, I am having 85.0g Biryani with vegetables with enhancing the flavor of my cocktail shrimp with 95g of CHIPOTLE COCKTAIL SAUCE.",35.5565,5.032,2.72,177.2
