meal_description,carb,protein,fat,energy
"Indulging in 100g Kerala mixture for a flavorful treat with Georgia Tech's gourmet salted peanuts, 100g.",51.9,41.19,92.86,1204
Indulging in 100g OLD EL PASO STAND N STUFF BOLD TACO DNR KT NACHO CHS with 100g of LICORICE GUMMY CANDY SPOOKY SKULLS.,117.06,8.19,20.07,683
"For dinner, I am having 100g chicken or turkey divan including 100g frozen mango chunks in my smoothie for a tropical twist.",19.009999999999998,16.22,7.62,204
Satisfying my sweet tooth with 100g of YOGURT MINI PRETZELS with lunch today includes a 100g portion of STRAWBERRY BANANA SMOOTHIE A BLEND OF STRAWBERRIES BANANAS AND YOGURT.,81.72999999999999,5.99,20.900000000000002,534
Indulging in 100g of Navratan Korma for a flavorful meal with 100g LEMON LIME SPARKLING SELTZER WATER.,20.0,8.0,12.0,240
Lunch today includes 100g of GYOZA WRAPS MANDARIN with 100g Country Style Mustard.,59.38,6.25,0.0,381
"For snack, I am enjoying 100g of ALL NATURAL POTATO CHIPS with a nutritious 100g DECADENT CHOCOLATE SUPERFOODS PLANT-BASED PROTEIN SHAKE DRINK.",56.03,11.76,37.25,576
"Enjoying a quick snack of 100g corn dogs, frozen, prepared with 100g DARK CHOCOLATE CACAO treat.",62.52,30.79,43.129999999999995,739
Indulging in 100g of SANTA MARTA MESETA CHEESE as a late-night snack with incorporating 100g bay leaf into my recipe for a unique taste.,74.97,36.18,47.65,777
I am having a serving of 100g Hello Local Garden Curry Rice with 100g of cut yams sweet potatoes in light sugar syrup.,51.95,3.5,6.2,279
Having a side of 100g sweet potato casserole with praline topping with 100g HONEY MUSTARD & ONION SKINLESS POPCORN.,95.71000000000001,5.71,36.43,750
Indulging in 100g ORIGINAL MOZZAMINI PEARLS with 100g SUPER FRITA CUBANA with Caribbean brand sauce.,19.5,39.16,39.980000000000004,592
Snack time with 100g of okara snacking on 100g PELLA CANNED BEEF WITH BROTH.,12.23,23.16,7.98,219
Having 100g of flavorful Indian spices garam masala for my meal with 100g of CASEY'S GENERAL STORE gummi candy.,91.42,11.45,3.0,426
"For dinner, I am having 100g PESCATO with a 100g serving of CAMPBELL'S New England clam chowder soup on the go.",4.26,0.98,3.28,49
"Lunch today includes 100g HOUSE TARTAR SAUCE, HOUSE TARTAR with incorporating 100g bay leaf into my recipe for a unique taste.",88.3,10.940000000000001,51.69,780
"Savoring The Nut Baron Confectionery Caramelised Almonds with Gingerbread, 100g with starting my meal with 100g authentic pea soup.",63.510000000000005,17.29,35.04,637
Savoring 100g of KAGOME soft drink jelly with 100g of freeze-dried organic apples.,105.0,0.0,0.0,394
I love 100g of reheated breaded chicken thighs for a quick meal with a delicious 100g NUTT 'N BETTER peanut butter chocolate flavored ice cream bar with caramel and peanuts covered in chocolate coating.,47.09,24.37,49.59,720
"For my afternoon snack, I am enjoying 100g of SILLARIAN plum extract tea with 100g of ROBERTS FERRY NUT CO Angelic Blend Almonds & Pecans added to my salad for extra crunch.",130.0,3.57,22.57,689
I like to top my salad with 100g of mild cheddar cheese with savoring the flavor of 100g COAT & BAKE CHICKEN SEASONING AND COATING MIX for dinner.,66.5,36.5,38.25,775
100g of my snack includes all natural date sugar powder with a fun snack of 100g sprinkle test tube set.,167.5,5.0,12.5,740
100g of SPOOKY SPIDER COLLECTION is my go-to treat for Halloween with indulging in 100g of CASEY'S GENERAL STORE gummi candy.,122.58,9.68,35.48,871
Indulging in a delicious treat with 100g READY PAC FOODS brownie bite delight with 100g of GROVE STYLE 100% orange juice from concentrate with pulp.,58.25,3.42,9.78,339
Delighting in a 100g piece of cake with decadent icing with 100g of VIRGIN DISTILLED BOTANICALS for my evening drink.,42.05,4.75,25.0,387
"For a light afternoon snack, I have 100g of flower cheese with 100g of VIRGIN DISTILLED BOTANICALS for my evening drink.",3.33,10.2,16.67,201
Savoring the flavor of 100g COAT & BAKE CHICKEN SEASONING AND COATING MIX for dinner with a generous portion of 100g PRALINE CREAM CHEESE KING CAKE with rich praline cream cheese.,122.15,16.009999999999998,20.29,743
"For breakfast, I am enjoying 100g of GROVE STYLE 100% orange juice from concentrate with pulp with 100g of SHARP CHEDDAR PREMIUM SHREDDED CHEESE.",13.99,26.25,32.14,439
Satisfying my sweet tooth with 100g of California sun-dried raisins with a serving of 100g CLASSIC BUBBLE.,114.53999999999999,2.5,0.0,485
"Snacking on some KOPPERS PASTEL BING CHERRIES, 100g with 100g TORRIDO SANTA FE GRANDE PEPPERS.",62.5,5.0,25.0,518
"For dinner, I am having 100g PESCATO with 100g wild caught salmon sausage, Italian.",5.71,14.29,0.71,86
Indulging in a 100g tart for a sweet snack with 100g of reheated breaded chicken thighs for a quick meal.,56.83,21.66,38.55,650
Savoring 100g of KAGOME soft drink jelly with 100g of light nonfat yogurt with blended honey almond is a delicious and healthy choice for a snack.,18.240000000000002,3.53,0.0,91
Enjoying a 100g CLASSIC HAM for my meal with 100g of delicious crunchy caramel popped corn.,81.10000000000001,15.95,32.02,700
"For a light snack, I like to have 100g of LIGHT RANCH DRESSING & DIP with some veggies savoring 100g of premium chocolate.",54.55,9.77,85.22999999999999,1002
Snacking on 100g KOPPERS PASTEL BING CHERRIES and satisfying my sweet cravings with 100g of fruit medley fruit snacks.,136.41,9.35,25.0,804
I like to pair my curry with 100g white basmati Indian rice with 100g Quark Pineapple.,84.02,16.4,0.0,394
Indulging in 100g flavorful Superfresh Tuna Poke for lunch with savoring the taste of 100g DA COACH'S PORK CHOP SAUCE.,17.68,25.51,0.08,190
"For a light snack, I like to have 100g of LIGHT RANCH DRESSING & DIP with some veggies seasoned with 100g .38 SPECIAL GOOD ON EVERYTHING SEASONING.",4.55,2.27,47.73,477
"For dessert, I am enjoying 100g of raspberry gelatin dessert with 100g smooth & creamy whole milk, plain.",96.21000000000001,8.719999999999999,3.96,456
"Having a taste of RHODIOLA & HAWAIIAN RED SALT, 100g with a nutritious 100g DECADENT CHOCOLATE SUPERFOODS PLANT-BASED PROTEIN SHAKE DRINK.",57.63,14.96,36.019999999999996,454
I like to pair my meals with 100g LEMON LIME SPARKLING SELTZER WATER with 100g of flower cheese.,3.33,10.0,16.67,200
Satisfying my sweet tooth with 100g of California sun-dried raisins and treating myself to 100g of delicious crunchy caramel popped corn.,156.81,5.95,3.45,679
I am enjoying a 100g LOL SURPRISE! CANDY DISPENSER with 100g of a bubbly probiotic super-tea with reishi mushroom and cacao.,103.8,0.0,0.0,406
Treating myself to a 100g plant-based protein chocolate chip protein bar snacking on 100g almond coconut grain-free clusters.,80.0,32.56,62.050000000000004,971
I am savoring a 100g hot chipotle bowl with black beans with 100g Biryani with vegetables.,33.67,8.25,3.9000000000000004,200
Indulging in 100g of hazelnut cream bite-size wafer cubes for dessert with 100g of 100% EGG WHITES.,65.5,17.54,26.67,587
Treating myself to a glass of 100g STRAWBERRY LEMONADE ORGANIC BEVERAGE with Lunch today includes 100g of GYOZA WRAPS MANDARIN.,61.46,6.25,0.0,285
Indulging in a delicious treat with 100g READY PAC FOODS brownie bite delight and ending my day with a 100g serving of JUVO organic raw meal with green apple.,122.83,19.67,12.28,685
I like to start my day with a warm 100g traditional vegetable soup with a 100g pack of PEDAL PEDAL PEACH handy for a healthy snack.,24.165000000000003,2.33,0.0,111
I always have 100g of creamy vanilla almond butter on hand for a satisfying treat with 100g AGUA FRESCA PINA COLADA fruit juice drink.,33.75,18.75,47.02,617
100g hazelnut non-dairy creamer with delighting in a 100g serving of Springtime Chocolates Collection.,97.62,3.57,21.43,631
"My dinner is seasoned with 100g .38 SPECIAL GOOD ON EVERYTHING SEASONING, .38 SPECIAL sipping on 100g of AHOLD flavored seltzer water with the delicious essence of strawberry & blueberry.",0.0,0.0,0.0,0
"I love the hearty flavors of WILD RICE LUMBERJACK soup, especially when it's 100g with indulging in 100g of SANTA MARTA MESETA CHEESE as a late-night snack.",67.61,38.43,40.699999999999996,788
I like to pair my meals with 100g LEMON LIME SPARKLING SELTZER WATER with a 100g white sub roll.,50.0,10.0,2.22,267
"On a hot day, I reach for a 100g BLACK CHERRY FIRE-BREWED CRAFT SODA with 100g mixed fruit in light syrup.",21.85,0.0,0.0,96
"For breakfast, I am having 100g Lucky Charms Complete Marshmallow Pancake Mix with 100g SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, bursting with the goodness of watermelon and Seville orange.",79.65,9.110000000000001,5.42,400
"Savoring 100g of premium chocolate with 100g of pure delight with OMG...IT'S GLUTEN FREE, FUDGE BROWNIE.",106.14,14.52,58.55,921
Enjoying a 100g serving of PARROT PUNCH WILD SPLASH SIP CARTRIDGE with a 100g Gold-N-Raise Raised Donut Base for a sweet treat.,54.24,9.22,21.15,444
"For a snack, I am enjoying 100g of WHOLE FOOD FARMACY Fruit Delicious with a 100g serving of BBQ premium wild-caught pink salmon for my dinner tonight.",85.0,22.14,3.57,464
"For lunch, I am having 100g CHICKEN CAESAR WITH PROVOLONE & PARMESAN CHEESE IN A GARDEN VEGETABLE TORTILLA WRAP with 100g of HARMONS NEIGHBORHOOD GROCER RASCALS.",117.50999999999999,14.75,11.89,608
Having 100g of SUPER CHIPS as a late-night treat with 100g almond coconut grain-free clusters.,95.37,23.93,60.800000000000004,991
My go-to post-workout snack is 100g SPORT BALL FLAVORED EGGS with 100g of almond jelly from RICHIN for dessert.,106.39,0.0,0.0,403
Indulging in 100g of Navratan Korma for a flavorful meal with 100g of CASEY'S GENERAL STORE gummi candy.,97.42,14.45,12.0,563
100g of HAPPY PASTA GOUDOLE is perfect for a light lunch with treating myself to a 100g serving of Senor Rico Gelatin.,80.025,13.5,1.79,400
"Indulging in 100g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS infused with orange cream for dinner, I am having 100g of goose fat.",77.27,4.55,113.44,1355
"I like to sprinkle 100g Mexican style blend colby jack, cheddar and monterey jack finely shredded cheeses on my omelette with a 100g serving of J-Crumb PA Tender for my meal.",16.57,40.0,42.14,603
"Having a tasty 100g WESTPAC, QUICK 'N EASY COMBOS, ASPARAGUS STIR FRY with a handful of 100g RED ROCK PISTACHIO ORCHARDS.",36.96,22.2,45.86,631
"For a refreshing snack, I am enjoying 100g of FRUIT PUNCH 100% JUICE with 100g peanut butter candy in a crunchy shell snack size pieces.",72.38,10.71,21.43,546
"For breakfast, I am enjoying 100g of GROVE STYLE 100% orange juice from concentrate with pulp and celebrating Arbor Day or the Christmas Season with 100g seasonal item through booking.",23.42,16.25,13.0,276
Indulging in 100g of Navratan Korma for a flavorful meal with 100g of ASSORTED FLAVORED ROPE BITES.,107.1,8.0,15.23,627
"100g dried salted jellyfish is a unique addition to my diet with indulging in a 100g serving of lasagna style pasta bake with beef meat sauce, mafalda noodles, and mozzarella cheese.",15.48,14.71,10.19,216
"Treating myself to shredded dough kataifi, 100g worth with 100g PELLA CANNED BEEF WITH BROTH.",52.17,23.990000000000002,6.25,404
Treating myself to 100g of pumpkin pie almonds with savoring the flavors of a 100g MILK BAR HOLIDAY COOKIE TIN.,117.39,14.35,51.89,990
"Satisfying my hunger with 100g of DBL NDLE/CHIC BROT with 100g of STRAWBERRY, BROWN SUGAR ICE CREAM COOKIES SHORTCAKE SANDWICHES with a strawberry twist.",59.04,5.0600000000000005,14.49,391
Incorporating 100g bay leaf into my recipe for a unique taste with having a small treat of 100g STAR & MOON SHAPED SHORTBREAD COOKIES.,149.97,14.75,26.22,777
"I like to sprinkle 100g Mexican style blend colby jack, cheddar and monterey jack finely shredded cheeses on my omelette with Today's snack includes 100g MIESZANKA KRAKOWSKA.",63.57,27.5,39.64,743
"Savoring the flavors of a 100g MILK BAR HOLIDAY COOKIE TIN with a SALTED CARAMEL SWIRL creamy caramel bar dipped in rich dark chocolate, 100g.",94.81,5.96,36.19,747
Having a side of 100g sweet potato casserole with praline topping with 100g of BARCEL TAKIS Very Hot Tortilla Chips with Habanero & Lime for a flavorful treat.,91.67,8.81,41.43,783
"For breakfast, I am having 100g Lucky Charms Complete Marshmallow Pancake Mix with 100g of PINT SLICES ICE CREAM BARS after dinner.",108.35,13.68,25.650000000000002,696
My meal includes 100g of LEAN CUISINE roasted turkey breast and cinnamon apple with a 100g serving of Springtime Chocolates Collection.,80.59,8.28,22.7,558
Indulging in 100g of MAMA SCOTT'S gourmet hot sauce with 100g authentic pea soup.,27.240000000000002,6.09,3.04,164
"Indulging in 100g ORANGE CREAM FLAVORED CRISPY MARSHMALLOW SQUARES BARS, infused with orange cream with 100g marinated premium select sliced mushroom.",113.94,4.55,13.64,655
Delicious and satisfying 100g Surasang Seafood Pancake with Vegetable with 100g serving of Simply Org with Mango Juice.,13.33,13.33,8.33,182
"For dessert, I am enjoying 100g vanilla twisted dessert with Kit Kat crumbles colliders and 100g of raspberry gelatin dessert.",117.75,6.779999999999999,11.11,603
"For dessert, I am enjoying 100g of organic dark chocolate with a delightful 100g of SWEET'N PURE chewy eucalyptus candy.",140.05,4.65,39.53,803
Enjoying a 100g portion of fresh caught fish for my meal with 100g of LITE50 sharp cheddar cheese.,3.57,45.379999999999995,15.62,330
"For a quick snack, I have 100g of GRANDMA KNOWS BEST PEPPERS with the hearty flavors of WILD RICE LUMBERJACK soup, especially when it's 100g.",72.9,9.86,1.41,342
Having 100g of SUPER CHIPS as a late-night treat with 100g ULTRA TRIAL MIX for a quick energy boost.,128.7,17.27,34.13,857
"For lunch, I am having 100g CHICKEN CAESAR WITH PROVOLONE & PARMESAN CHEESE IN A GARDEN VEGETABLE TORTILLA WRAP, CHICKEN CAESAR with 100g portion of Belgian dark chocolate with caramel & sea salt.",73.3,20.009999999999998,43.47,784
"For lunch, I am having 100g GRETCHEN'S SHOEBOX EXPRESS MUFFULETTA WRAP with 100g of SNACK PACK Brownie Caramel Swirl Pudding.",38.0,12.07,12.13,313
"For lunch, I am having 100g of MILD SINGAPORE INSPIRED SAVORY RICE with a delicious 100g OPP CHILKAB NOODLE dish.",149.32999999999998,16.62,6.8100000000000005,721
Enjoying 100g of SUGAR FREE OPERA for a refreshing drink with 100g of FRUIT PUNCH 100% JUICE.,40.24,3.57,14.29,510
"For a healthy snack, I am munching on 100g organic alfalfa seeds with a 100g SEVILLE ORANGE DEFEND COLD PRESSED WATERMELON BLEND, bursting with the goodness of watermelon and Seville orange.",15.01,18.74,2.55,139
100g of cooked Daikon radish is a healthy addition to my plate with a 100g serving of J-Crumb PA Tender for my meal.,16.3,15.67,12.64,248
"Snacking on some HONEY MUSTARD & ONION SKINLESS POPCORN, 100g worth with 100g of California sun-dried raisins.",138.21,6.07,25.0,800
"I am enjoying 100g of sour apple, wild watermelon, and tangerine flavored funky fruit candy canes with 100g mixed fruit in light syrup as a dessert.",108.93,0.0,0.0,445
Enjoying a 100g serving of J-Crumb PA Tender for my meal with a 100g DIVINE BAR after dinner.,63.0,29.29,33.81,615
Snacking on 100g of delicious roast beef spread and ending my day with a 100g serving of JUVO organic raw meal with green apple.,78.73,32.769999999999996,18.78,615
"Savoring a 100g Gelato Pop Tahitian Vanilla Bean dipped in rich chocolate, vanilla with incorporating 100g zesty peppers into my dish.",35.14,4.0,20.0,325
"Enjoying a 100g serving of candy beaker with a tasty 100g WESTPAC, QUICK 'N EASY COMBOS, ASPARAGUS STIR FRY for dinner tonight.",100.77,1.04,0.0,409
I like to start my day with a warm 100g traditional vegetable soup with snacking on 100g ORANGE FRUIT CUPS filled with juicy oranges.,22.87,1.22,0.0,104
"For dinner, I am enjoying 100g of baked, thin crust Afghani style flat bread filled with traditional vegetarian butternut squash mix with cocktail shrimp as an appetizer, 100g is the perfect amount.",54.68000000000001,18.97,13.22,418
"100g of retail wholesome choice cinnamon granola for my morning snack with savoring a 100g Gelato Pop Tahitian Vanilla Bean dipped in rich chocolate, vanilla.",81.57,11.14,34.29,700
"Savoring a 100g portion of JUST JIMMIES VANILLA ICE CREAM WITH PIECES OF CHOCOLATY SUGAR CONES AND LOADED WITH CHOCOLATE JIMMIES with Starting my day with 100g smooth & creamy whole milk, plain.",31.86,7.5600000000000005,20.18,336
Indulging in 100g of LICORICE GUMMY CANDY SPOOKY SKULLS with 100g shredded dough kataifi.,128.49,6.9799999999999995,5.26,629
"100g ORGANIC ORIGINAL APPLE CIDER VINEGAR & HONEY DRINK is my go-to snack with shredded dough kataifi, 100g worth.",58.0,4.35,0.0,286
"For a quick energy boost, I grabbed 100g ULTRA TRIAL MIX with 100g of LIGHT RANCH DRESSING & DIP and some veggies.",67.88,8.94,67.72999999999999,910
"For dessert, I am enjoying 100g of organic dark chocolate with a serving of 100g CLASSIC BUBBLE.",88.19999999999999,4.65,39.53,766
"Savoring a 100g Gelato Pop Tahitian Vanilla Bean dipped in rich chocolate, vanilla with a side of 100g CHIPOTLE COCKTAIL SAUCE.",49.43,7.57,20.0,396
100g hazelnut non-dairy creamer with a 100g serving of ostrich for my lunch.,33.33,25.93,7.01,341
100g of NITRO COCONUT WATER COLD-BREW COFFEE to fuel my morning with lunch today includes 100g of GYOZA WRAPS MANDARIN.,64.83,6.4,0.0,302
Enjoying a 100g serving of SFS TONY'S 4X6 SMART WG CHEESE with a stash of 100g CHILOSITOS for a quick pick-me-up.,63.46,22.759999999999998,16.29,501
Indulging in 100g of gourmet dip as a treat with 100g of THE ORIGINAL WORCESTERSHIRE SAUCE.,23.57,8.93,14.29,279
I always have a stash of 100g CHILOSITOS for a quick pick-me-up with 100g of GUNPOWDER HOUSE RUB.,38.46,10.26,7.69,282
"For dinner, I am having 100g of LEMON GARLIC GREEK YOGURT DRESSING with 100g of Mild Arabian Salad.",24.04,3.33,22.03,289
"Enjoying some MILK AND DARK CHOCOLATES truffles, 100g with 100g of ground pork.",58.54,25.18,51.35,771
Satisfying my hunger with 100g of DBL NDLE/CHIC BROT with 100g TORRIDO SANTA FE GRANDE PEPPERS.,14.17,2.5,1.67,101
I like to start my day with a warm 100g traditional vegetable soup with 100g Biryani with vegetables.,24.82,3.15,3.2,142
My go-to breakfast is a 100g sausage & egg scramble with cauliflower grits with 100g of salsa medium as a side dish.,11.17,7.98,5.7,124
"For dinner, I am having 100g Biryani with vegetables with a side of 100g CHIPOTLE COCKTAIL SAUCE.",39.31,5.5,3.2,198
